Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060595,-,b'Idaho',b'United States',44.24,-115.07,0,2043,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,GHI,DNI
2020,4,24,4,10,0,0,0
2020,4,24,4,20,0,0,0
2020,4,24,4,30,0,0,0
2020,4,24,4,40,0,0,0
2020,4,24,4,50,0,0,0
2020,4,24,5,0,0,0,0
2020,4,24,5,10,0,0,0
2020,4,24,5,20,0,0,0
2020,4,24,5,30,0,0,0
2020,4,24,5,40,0,0,0
2020,4,24,5,50,0,0,0
2020,4,24,6,0,0,0,0
2020,4,24,6,10,0,0,0
2020,4,24,6,20,0,0,0
2020,4,24,6,30,0,0,0
2020,4,24,6,40,0,0,0
2020,4,24,6,50,0,0,0
2020,4,24,7,0,0,0,0
2020,4,24,7,10,0,0,0
2020,4,24,7,20,0,0,0
2020,4,24,7,30,0,0,0
2020,4,24,7,40,0,0,0
2020,4,24,7,50,0,0,0
2020,4,24,8,0,0,0,0
2020,4,24,8,10,0,0,0
2020,4,24,8,20,0,0,0
2020,4,24,8,30,0,0,0
2020,4,24,8,40,0,0,0
2020,4,24,8,50,0,0,0
2020,4,24,9,0,0,0,0
2020,4,24,9,10,0,0,0
2020,4,24,9,20,0,0,0
2020,4,24,9,30,0,0,0
2020,4,24,9,40,0,0,0
2020,4,24,9,50,0,0,0
2020,4,24,10,0,0,0,0
2020,4,24,10,10,0,0,0
2020,4,24,10,20,0,0,0
2020,4,24,10,30,0,0,0
2020,4,24,10,40,0,0,0
2020,4,24,10,50,0,0,0
2020,4,24,11,0,0,0,0
2020,4,24,11,10,0,0,0
2020,4,24,11,20,0,0,0
2020,4,24,11,30,0,0,0
2020,4,24,11,40,0,0,0
2020,4,24,11,50,0,0,0
2020,4,24,12,0,0,0,0
2020,4,24,12,10,0,0,0
2020,4,24,12,20,0,0,0
2020,4,24,12,30,0,0,0
2020,4,24,12,40,0,0,0
2020,4,24,12,50,5,5,0
2020,4,24,13,0,21,21,0
2020,4,24,13,10,24,39,190
2020,4,24,13,20,39,75,345
2020,4,24,13,30,47,67,147
2020,4,24,13,40,48,110,376
2020,4,24,13,50,69,113,222
2020,4,24,14,0,69,155,383
2020,4,24,14,10,97,111,52
2020,4,24,14,20,115,153,135
2020,4,24,14,30,109,225,367
2020,4,24,14,40,99,276,512
2020,4,24,14,50,143,263,319
2020,4,24,15,0,122,329,514
2020,4,24,15,10,105,440,777
2020,4,24,15,20,109,474,796
2020,4,24,15,30,213,252,81
2020,4,24,15,40,220,252,62
2020,4,24,15,50,115,510,734
2020,4,24,16,0,264,337,129
2020,4,24,16,10,272,420,252
2020,4,24,16,20,293,410,191
2020,4,24,16,30,308,414,166
2020,4,24,16,40,141,720,882
2020,4,24,16,50,335,455,177
2020,4,24,17,0,147,773,898
2020,4,24,17,10,359,498,195
2020,4,24,17,20,350,404,75
2020,4,24,17,30,312,682,493
2020,4,24,17,40,236,763,689
2020,4,24,17,50,196,805,781
2020,4,24,18,0,350,687,423
2020,4,24,18,10,349,760,509
2020,4,24,18,20,140,926,963
2020,4,24,18,30,149,921,935
2020,4,24,18,40,188,893,844
2020,4,24,18,50,154,942,937
2020,4,24,19,0,220,893,794
2020,4,24,19,10,239,890,765
2020,4,24,19,20,161,955,929
2020,4,24,19,30,181,934,879
2020,4,24,19,40,158,970,947
2020,4,24,19,50,407,757,409
2020,4,24,20,0,187,925,865
2020,4,24,20,10,409,777,433
2020,4,24,20,20,132,961,980
2020,4,24,20,30,153,939,936
2020,4,24,20,40,167,939,928
2020,4,24,20,50,167,929,925
2020,4,24,21,0,166,916,922
2020,4,24,21,10,337,763,531
2020,4,24,21,20,163,885,915
2020,4,24,21,30,155,825,864
2020,4,24,21,40,141,814,885
2020,4,24,21,50,158,776,829
2020,4,24,22,0,156,806,892
2020,4,24,22,10,154,782,885
2020,4,24,22,20,151,758,878
2020,4,24,22,30,148,732,870
2020,4,24,22,40,138,706,874
2020,4,24,22,50,140,616,758
2020,4,24,23,0,114,602,806
2020,4,24,23,10,244,461,374
2020,4,24,23,20,218,235,31
2020,4,24,23,30,204,219,29
2020,4,24,23,40,226,341,228
2020,4,24,23,50,148,402,531
2020,4,25,0,0,118,389,601
2020,4,25,0,10,169,302,314
2020,4,25,0,20,143,295,384
2020,4,25,0,30,125,276,412
2020,4,25,0,40,137,166,84
2020,4,25,0,50,114,203,288
2020,4,25,1,0,109,131,78
2020,4,25,1,10,64,221,634
2020,4,25,1,20,67,67,0
2020,4,25,1,30,66,70,22
2020,4,25,1,40,44,44,0
2020,4,25,1,50,29,29,0
2020,4,25,2,0,21,21,0
2020,4,25,2,10,13,13,0
2020,4,25,2,20,9,9,0
2020,4,25,2,30,0,0,0
2020,4,25,2,40,0,0,0
2020,4,25,2,50,0,0,0
2020,4,25,3,0,0,0,0
2020,4,25,3,10,0,0,0
2020,4,25,3,20,0,0,0
2020,4,25,3,30,0,0,0
2020,4,25,3,40,0,0,0
2020,4,25,3,50,0,0,0
2020,4,25,4,0,0,0,0
2020,4,25,4,10,0,0,0
2020,4,25,4,20,0,0,0
2020,4,25,4,30,0,0,0
2020,4,25,4,40,0,0,0
2020,4,25,4,50,0,0,0
2020,4,25,5,0,0,0,0
2020,4,25,5,10,0,0,0
2020,4,25,5,20,0,0,0
2020,4,25,5,30,0,0,0
2020,4,25,5,40,0,0,0
2020,4,25,5,50,0,0,0
2020,4,25,6,0,0,0,0
2020,4,25,6,10,0,0,0
2020,4,25,6,20,0,0,0
2020,4,25,6,30,0,0,0
2020,4,25,6,40,0,0,0
2020,4,25,6,50,0,0,0
2020,4,25,7,0,0,0,0
2020,4,25,7,10,0,0,0
2020,4,25,7,20,0,0,0
2020,4,25,7,30,0,0,0
2020,4,25,7,40,0,0,0
2020,4,25,7,50,0,0,0
2020,4,25,8,0,0,0,0
2020,4,25,8,10,0,0,0
2020,4,25,8,20,0,0,0
2020,4,25,8,30,0,0,0
2020,4,25,8,40,0,0,0
2020,4,25,8,50,0,0,0
2020,4,25,9,0,0,0,0
2020,4,25,9,10,0,0,0
2020,4,25,9,20,0,0,0
2020,4,25,9,30,0,0,0
2020,4,25,9,40,0,0,0
2020,4,25,9,50,0,0,0
2020,4,25,10,0,0,0,0
2020,4,25,10,10,0,0,0
2020,4,25,10,20,0,0,0
2020,4,25,10,30,0,0,0
2020,4,25,10,40,0,0,0
2020,4,25,10,50,0,0,0
2020,4,25,11,0,0,0,0
2020,4,25,11,10,0,0,0
2020,4,25,11,20,0,0,0
2020,4,25,11,30,0,0,0
2020,4,25,11,40,0,0,0
2020,4,25,11,50,0,0,0
2020,4,25,12,0,0,0,0
2020,4,25,12,10,0,0,0
2020,4,25,12,20,0,0,0
2020,4,25,12,30,0,0,0
2020,4,25,12,40,0,0,0
2020,4,25,12,50,13,15,104
2020,4,25,13,0,22,22,0
2020,4,25,13,10,27,34,88
2020,4,25,13,20,35,62,247
2020,4,25,13,30,40,90,359
2020,4,25,13,40,62,76,84
2020,4,25,13,50,75,97,109
2020,4,25,14,0,85,94,40
2020,4,25,14,10,70,197,491
2020,4,25,14,20,72,271,685
2020,4,25,14,30,59,276,680
2020,4,25,14,40,81,340,743
2020,4,25,14,50,85,375,767
2020,4,25,15,0,89,410,788
2020,4,25,15,10,93,444,807
2020,4,25,15,20,97,478,825
2020,4,25,15,30,100,509,836
2020,4,25,15,40,108,540,839
2020,4,25,15,50,111,573,852
2020,4,25,16,0,114,604,864
2020,4,25,16,10,118,635,875
2020,4,25,16,20,121,665,885
2020,4,25,16,30,112,651,845
2020,4,25,16,40,134,720,888
2020,4,25,16,50,137,747,896
2020,4,25,17,0,123,734,873
2020,4,25,17,10,126,761,884
2020,4,25,17,20,126,791,902
2020,4,25,17,30,162,785,827
2020,4,25,17,40,209,781,743
2020,4,25,17,50,236,788,705
2020,4,25,18,0,181,838,824
2020,4,25,18,10,199,845,799
2020,4,25,18,20,372,715,419
2020,4,25,18,30,382,730,420
2020,4,25,18,40,388,733,413
2020,4,25,18,50,392,737,408
2020,4,25,19,0,396,739,403
2020,4,25,19,10,442,689,290
2020,4,25,19,20,435,689,295
2020,4,25,19,30,426,703,322
2020,4,25,19,40,439,697,300
2020,4,25,19,50,408,716,359
2020,4,25,20,0,413,770,417
2020,4,25,20,10,406,757,412
2020,4,25,20,20,406,767,425
2020,4,25,20,30,434,652,259
2020,4,25,20,40,421,664,291
2020,4,25,20,50,362,787,514
2020,4,25,21,0,197,858,810
2020,4,25,21,10,364,719,441
2020,4,25,21,20,195,823,792
2020,4,25,21,30,190,806,790
2020,4,25,21,40,146,844,915
2020,4,25,21,50,136,797,884
2020,4,25,22,0,160,753,811
2020,4,25,22,10,155,729,804
2020,4,25,22,20,136,757,894
2020,4,25,22,30,117,699,864
2020,4,25,22,40,150,645,760
2020,4,25,22,50,208,574,581
2020,4,25,23,0,120,649,871
2020,4,25,23,10,121,567,766
2020,4,25,23,20,122,533,734
2020,4,25,23,30,90,522,811
2020,4,25,23,40,107,525,823
2020,4,25,23,50,77,462,800
2020,4,26,0,0,201,279,172
2020,4,26,0,10,185,235,115
2020,4,26,0,20,167,255,221
2020,4,26,0,30,147,246,268
2020,4,26,0,40,140,176,106
2020,4,26,0,50,126,175,161
2020,4,26,1,0,97,191,338
2020,4,26,1,10,90,96,22
2020,4,26,1,20,70,70,0
2020,4,26,1,30,38,38,0
2020,4,26,1,40,56,60,25
2020,4,26,1,50,36,36,0
2020,4,26,2,0,23,23,0
2020,4,26,2,10,16,16,0
2020,4,26,2,20,10,10,0
2020,4,26,2,30,0,0,0
2020,4,26,2,40,0,0,0
2020,4,26,2,50,0,0,0
2020,4,26,3,0,0,0,0
2020,4,26,3,10,0,0,0
2020,4,26,3,20,0,0,0
2020,4,26,3,30,0,0,0
2020,4,26,3,40,0,0,0
2020,4,26,3,50,0,0,0
2020,4,26,4,0,0,0,0
2020,4,26,4,10,0,0,0
2020,4,26,4,20,0,0,0
2020,4,26,4,30,0,0,0
2020,4,26,4,40,0,0,0
2020,4,26,4,50,0,0,0
2020,4,26,5,0,0,0,0
2020,4,26,5,10,0,0,0
2020,4,26,5,20,0,0,0
2020,4,26,5,30,0,0,0
2020,4,26,5,40,0,0,0
2020,4,26,5,50,0,0,0
2020,4,26,6,0,0,0,0
2020,4,26,6,10,0,0,0
2020,4,26,6,20,0,0,0
2020,4,26,6,30,0,0,0
2020,4,26,6,40,0,0,0
2020,4,26,6,50,0,0,0
2020,4,26,7,0,0,0,0
2020,4,26,7,10,0,0,0
2020,4,26,7,20,0,0,0
2020,4,26,7,30,0,0,0
2020,4,26,7,40,0,0,0
2020,4,26,7,50,0,0,0
2020,4,26,8,0,0,0,0
2020,4,26,8,10,0,0,0
2020,4,26,8,20,0,0,0
2020,4,26,8,30,0,0,0
2020,4,26,8,40,0,0,0
2020,4,26,8,50,0,0,0
2020,4,26,9,0,0,0,0
2020,4,26,9,10,0,0,0
2020,4,26,9,20,0,0,0
2020,4,26,9,30,0,0,0
2020,4,26,9,40,0,0,0
2020,4,26,9,50,0,0,0
2020,4,26,10,0,0,0,0
2020,4,26,10,10,0,0,0
2020,4,26,10,20,0,0,0
2020,4,26,10,30,0,0,0
2020,4,26,10,40,0,0,0
2020,4,26,10,50,0,0,0
2020,4,26,11,0,0,0,0
2020,4,26,11,10,0,0,0
2020,4,26,11,20,0,0,0
2020,4,26,11,30,0,0,0
2020,4,26,11,40,0,0,0
2020,4,26,11,50,0,0,0
2020,4,26,12,0,0,0,0
2020,4,26,12,10,0,0,0
2020,4,26,12,20,0,0,0
2020,4,26,12,30,0,0,0
2020,4,26,12,40,0,0,0
2020,4,26,12,50,7,7,0
2020,4,26,13,0,13,13,0
2020,4,26,13,10,23,23,0
2020,4,26,13,20,26,26,0
2020,4,26,13,30,48,49,4
2020,4,26,13,40,48,48,0
2020,4,26,13,50,75,84,44
2020,4,26,14,0,90,111,88
2020,4,26,14,10,104,132,105
2020,4,26,14,20,56,272,735
2020,4,26,14,30,59,306,763
2020,4,26,14,40,147,211,182
2020,4,26,14,50,64,373,809
2020,4,26,15,0,66,406,829
2020,4,26,15,10,68,440,847
2020,4,26,15,20,70,472,863
2020,4,26,15,30,72,509,885
2020,4,26,15,40,75,540,893
2020,4,26,15,50,77,571,905
2020,4,26,16,0,79,602,916
2020,4,26,16,10,80,631,926
2020,4,26,16,20,81,660,936
2020,4,26,16,30,82,683,937
2020,4,26,16,40,84,709,943
2020,4,26,16,50,85,735,950
2020,4,26,17,0,87,760,956
2020,4,26,17,10,88,783,962
2020,4,26,17,20,88,805,968
2020,4,26,17,30,89,825,972
2020,4,26,17,40,89,845,978
2020,4,26,17,50,90,862,982
2020,4,26,18,0,90,879,986
2020,4,26,18,10,91,894,989
2020,4,26,18,20,91,907,991
2020,4,26,18,30,92,919,994
2020,4,26,18,40,91,930,999
2020,4,26,18,50,91,939,1000
2020,4,26,19,0,91,946,1002
2020,4,26,19,10,91,951,1003
2020,4,26,19,20,92,955,1003
2020,4,26,19,30,92,957,1004
2020,4,26,19,40,450,548,114
2020,4,26,19,50,358,850,571
2020,4,26,20,0,455,592,159
2020,4,26,20,10,357,841,565
2020,4,26,20,20,446,558,132
2020,4,26,20,30,393,736,405
2020,4,26,20,40,321,830,607
2020,4,26,20,50,378,779,483
2020,4,26,21,0,91,898,986
2020,4,26,21,10,90,884,983
2020,4,26,21,20,300,775,598
2020,4,26,21,30,269,770,641
2020,4,26,21,40,210,777,739
2020,4,26,21,50,86,815,971
2020,4,26,22,0,85,794,966
2020,4,26,22,10,84,772,961
2020,4,26,22,20,83,748,955
2020,4,26,22,30,242,621,560
2020,4,26,22,40,160,643,738
2020,4,26,22,50,91,671,916
2020,4,26,23,0,75,644,933
2020,4,26,23,10,74,616,924
2020,4,26,23,20,109,546,779
2020,4,26,23,30,71,556,903
2020,4,26,23,40,124,465,668
2020,4,26,23,50,81,463,789
2020,4,27,0,0,203,266,139
2020,4,27,0,10,62,428,852
2020,4,27,0,20,61,394,834
2020,4,27,0,30,59,361,814
2020,4,27,0,40,114,256,414
2020,4,27,0,50,54,292,762
2020,4,27,1,0,51,259,733
2020,4,27,1,10,70,189,469
2020,4,27,1,20,45,193,663
2020,4,27,1,30,62,124,318
2020,4,27,1,40,38,131,571
2020,4,27,1,50,34,102,509
2020,4,27,2,0,34,53,182
2020,4,27,2,10,25,32,103
2020,4,27,2,20,18,18,0
2020,4,27,2,30,0,0,0
2020,4,27,2,40,0,0,0
2020,4,27,2,50,0,0,0
2020,4,27,3,0,0,0,0
2020,4,27,3,10,0,0,0
2020,4,27,3,20,0,0,0
2020,4,27,3,30,0,0,0
2020,4,27,3,40,0,0,0
2020,4,27,3,50,0,0,0
2020,4,27,4,0,0,0,0
2020,4,27,4,10,0,0,0
2020,4,27,4,20,0,0,0
2020,4,27,4,30,0,0,0
2020,4,27,4,40,0,0,0
2020,4,27,4,50,0,0,0
2020,4,27,5,0,0,0,0
2020,4,27,5,10,0,0,0
2020,4,27,5,20,0,0,0
2020,4,27,5,30,0,0,0
2020,4,27,5,40,0,0,0
2020,4,27,5,50,0,0,0
2020,4,27,6,0,0,0,0
2020,4,27,6,10,0,0,0
2020,4,27,6,20,0,0,0
2020,4,27,6,30,0,0,0
2020,4,27,6,40,0,0,0
2020,4,27,6,50,0,0,0
2020,4,27,7,0,0,0,0
2020,4,27,7,10,0,0,0
2020,4,27,7,20,0,0,0
2020,4,27,7,30,0,0,0
2020,4,27,7,40,0,0,0
2020,4,27,7,50,0,0,0
2020,4,27,8,0,0,0,0
2020,4,27,8,10,0,0,0
2020,4,27,8,20,0,0,0
2020,4,27,8,30,0,0,0
2020,4,27,8,40,0,0,0
2020,4,27,8,50,0,0,0
2020,4,27,9,0,0,0,0
2020,4,27,9,10,0,0,0
2020,4,27,9,20,0,0,0
2020,4,27,9,30,0,0,0
2020,4,27,9,40,0,0,0
2020,4,27,9,50,0,0,0
2020,4,27,10,0,0,0,0
2020,4,27,10,10,0,0,0
2020,4,27,10,20,0,0,0
2020,4,27,10,30,0,0,0
2020,4,27,10,40,0,0,0
2020,4,27,10,50,0,0,0
2020,4,27,11,0,0,0,0
2020,4,27,11,10,0,0,0
2020,4,27,11,20,0,0,0
2020,4,27,11,30,0,0,0
2020,4,27,11,40,0,0,0
2020,4,27,11,50,0,0,0
2020,4,27,12,0,0,0,0
2020,4,27,12,10,0,0,0
2020,4,27,12,20,0,0,0
2020,4,27,12,30,0,0,0
2020,4,27,12,40,0,0,0
2020,4,27,12,50,6,6,0
2020,4,27,13,0,17,17,0
2020,4,27,13,10,21,21,0
2020,4,27,13,20,23,23,0
2020,4,27,13,30,27,27,0
2020,4,27,13,40,55,55,0
2020,4,27,13,50,45,45,0
2020,4,27,14,0,43,43,0
2020,4,27,14,10,37,37,0
2020,4,27,14,20,47,47,0
2020,4,27,14,30,76,76,0
2020,4,27,14,40,134,145,30
2020,4,27,14,50,7,7,0
2020,4,27,15,0,14,14,0
2020,4,27,15,10,18,18,0
2020,4,27,15,20,59,59,0
2020,4,27,15,30,51,51,0
2020,4,27,15,40,23,23,0
2020,4,27,15,50,103,103,0
2020,4,27,16,0,172,177,9
2020,4,27,16,10,187,194,12
2020,4,27,16,20,223,235,20
2020,4,27,16,30,115,116,1
2020,4,27,16,40,76,76,0
2020,4,27,16,50,172,179,10
2020,4,27,17,0,278,298,28
2020,4,27,17,10,296,643,479
2020,4,27,17,20,306,676,499
2020,4,27,17,30,374,591,286
2020,4,27,17,40,362,635,352
2020,4,27,17,50,347,726,479
2020,4,27,18,0,358,694,419
2020,4,27,18,10,403,656,310
2020,4,27,18,20,383,737,429
2020,4,27,18,30,325,824,598
2020,4,27,18,40,436,646,249
2020,4,27,18,50,340,363,28
2020,4,27,19,0,318,338,23
2020,4,27,19,10,432,501,81
2020,4,27,19,20,411,460,57
2020,4,27,19,30,445,529,98
2020,4,27,19,40,414,464,58
2020,4,27,19,50,360,387,32
2020,4,27,20,0,441,522,94
2020,4,27,20,10,296,313,20
2020,4,27,20,20,402,448,54
2020,4,27,20,30,345,371,30
2020,4,27,20,40,366,398,38
2020,4,27,20,50,356,386,36
2020,4,27,21,0,322,344,27
2020,4,27,21,10,373,415,52
2020,4,27,21,20,399,473,93
2020,4,27,21,30,361,403,54
2020,4,27,21,40,324,351,35
2020,4,27,21,50,382,483,134
2020,4,27,22,0,243,256,17
2020,4,27,22,10,142,147,7
2020,4,27,22,20,239,251,18
2020,4,27,22,30,293,323,45
2020,4,27,22,40,321,410,135
2020,4,27,22,50,253,274,32
2020,4,27,23,0,202,211,15
2020,4,27,23,10,280,370,152
2020,4,27,23,20,260,396,242
2020,4,27,23,30,236,398,300
2020,4,27,23,40,106,106,0
2020,4,27,23,50,184,197,27
2020,4,28,0,0,204,263,129
2020,4,28,0,10,175,307,306
2020,4,28,0,20,108,108,0
2020,4,28,0,30,121,122,4
2020,4,28,0,40,77,77,0
2020,4,28,0,50,114,217,326
2020,4,28,1,0,101,105,14
2020,4,28,1,10,96,107,42
2020,4,28,1,20,83,91,36
2020,4,28,1,30,59,59,0
2020,4,28,1,40,39,39,0
2020,4,28,1,50,47,52,33
2020,4,28,2,0,36,39,31
2020,4,28,2,10,26,34,109
2020,4,28,2,20,21,21,0
2020,4,28,2,30,7,7,0
2020,4,28,2,40,0,0,0
2020,4,28,2,50,0,0,0
2020,4,28,3,0,0,0,0
2020,4,28,3,10,0,0,0
2020,4,28,3,20,0,0,0
2020,4,28,3,30,0,0,0
2020,4,28,3,40,0,0,0
2020,4,28,3,50,0,0,0
2020,4,28,4,0,0,0,0
2020,4,28,4,10,0,0,0
2020,4,28,4,20,0,0,0
2020,4,28,4,30,0,0,0
2020,4,28,4,40,0,0,0
2020,4,28,4,50,0,0,0
2020,4,28,5,0,0,0,0
2020,4,28,5,10,0,0,0
2020,4,28,5,20,0,0,0
2020,4,28,5,30,0,0,0
2020,4,28,5,40,0,0,0
2020,4,28,5,50,0,0,0
2020,4,28,6,0,0,0,0
2020,4,28,6,10,0,0,0
2020,4,28,6,20,0,0,0
2020,4,28,6,30,0,0,0
2020,4,28,6,40,0,0,0
2020,4,28,6,50,0,0,0
2020,4,28,7,0,0,0,0
2020,4,28,7,10,0,0,0
2020,4,28,7,20,0,0,0
2020,4,28,7,30,0,0,0
2020,4,28,7,40,0,0,0
2020,4,28,7,50,0,0,0
2020,4,28,8,0,0,0,0
2020,4,28,8,10,0,0,0
2020,4,28,8,20,0,0,0
2020,4,28,8,30,0,0,0
2020,4,28,8,40,0,0,0
2020,4,28,8,50,0,0,0
2020,4,28,9,0,0,0,0
2020,4,28,9,10,0,0,0
2020,4,28,9,20,0,0,0
2020,4,28,9,30,0,0,0
2020,4,28,9,40,0,0,0
2020,4,28,9,50,0,0,0
2020,4,28,10,0,0,0,0
2020,4,28,10,10,0,0,0
2020,4,28,10,20,0,0,0
2020,4,28,10,30,0,0,0
2020,4,28,10,40,0,0,0
2020,4,28,10,50,0,0,0
2020,4,28,11,0,0,0,0
2020,4,28,11,10,0,0,0
2020,4,28,11,20,0,0,0
2020,4,28,11,30,0,0,0
2020,4,28,11,40,0,0,0
2020,4,28,11,50,0,0,0
2020,4,28,12,0,0,0,0
2020,4,28,12,10,0,0,0
2020,4,28,12,20,0,0,0
2020,4,28,12,30,0,0,0
2020,4,28,12,40,0,0,0
2020,4,28,12,50,14,22,230
2020,4,28,13,0,20,41,338
2020,4,28,13,10,31,39,78
2020,4,28,13,20,31,92,503
2020,4,28,13,30,53,80,181
2020,4,28,13,40,39,151,616
2020,4,28,13,50,42,182,661
2020,4,28,14,0,88,148,247
2020,4,28,14,10,65,216,556
2020,4,28,14,20,119,181,205
2020,4,28,14,30,53,312,783
2020,4,28,14,40,56,345,804
2020,4,28,14,50,58,379,824
2020,4,28,15,0,60,412,842
2020,4,28,15,10,61,445,859
2020,4,28,15,20,63,477,874
2020,4,28,15,30,65,509,887
2020,4,28,15,40,66,540,899
2020,4,28,15,50,68,571,910
2020,4,28,16,0,69,601,920
2020,4,28,16,10,70,630,930
2020,4,28,16,20,71,658,938
2020,4,28,16,30,72,685,946
2020,4,28,16,40,73,711,953
2020,4,28,16,50,74,733,955
2020,4,28,17,0,75,757,961
2020,4,28,17,10,76,780,966
2020,4,28,17,20,77,802,971
2020,4,28,17,30,77,822,976
2020,4,28,17,40,78,841,980
2020,4,28,17,50,79,858,984
2020,4,28,18,0,79,875,987
2020,4,28,18,10,80,889,990
2020,4,28,18,20,80,902,992
2020,4,28,18,30,80,914,994
2020,4,28,18,40,80,924,998
2020,4,28,18,50,80,933,999
2020,4,28,19,0,80,939,1001
2020,4,28,19,10,80,941,998
2020,4,28,19,20,80,945,998
2020,4,28,19,30,80,947,999
2020,4,28,19,40,80,948,1000
2020,4,28,19,50,80,947,1000
2020,4,28,20,0,80,944,999
2020,4,28,20,10,80,940,998
2020,4,28,20,20,80,934,997
2020,4,28,20,30,79,926,996
2020,4,28,20,40,394,703,367
2020,4,28,20,50,79,906,992
2020,4,28,21,0,79,894,990
2020,4,28,21,10,78,880,987
2020,4,28,21,20,78,865,984
2020,4,28,21,30,77,849,981
2020,4,28,21,40,78,827,970
2020,4,28,21,50,78,808,966
2020,4,28,22,0,77,787,961
2020,4,28,22,10,76,765,956
2020,4,28,22,20,75,742,950
2020,4,28,22,30,74,718,944
2020,4,28,22,40,72,693,941
2020,4,28,22,50,71,667,934
2020,4,28,23,0,146,594,727
2020,4,28,23,10,253,465,359
2020,4,28,23,20,116,547,759
2020,4,28,23,30,79,544,857
2020,4,28,23,40,174,181,14
2020,4,28,23,50,215,258,87
2020,4,29,0,0,92,424,717
2020,4,29,0,10,162,173,25
2020,4,29,0,20,56,395,834
2020,4,29,0,30,54,362,816
2020,4,29,0,40,51,330,800
2020,4,29,0,50,49,297,777
2020,4,29,1,0,111,126,50
2020,4,29,1,10,102,136,130
2020,4,29,1,20,42,199,686
2020,4,29,1,30,75,89,72
2020,4,29,1,40,35,138,609
2020,4,29,1,50,31,108,555
2020,4,29,2,0,27,81,490
2020,4,29,2,10,27,37,122
2020,4,29,2,20,22,22,0
2020,4,29,2,30,11,16,206
2020,4,29,2,40,0,0,0
2020,4,29,2,50,0,0,0
2020,4,29,3,0,0,0,0
2020,4,29,3,10,0,0,0
2020,4,29,3,20,0,0,0
2020,4,29,3,30,0,0,0
2020,4,29,3,40,0,0,0
2020,4,29,3,50,0,0,0
2020,4,29,4,0,0,0,0
2020,4,29,4,10,0,0,0
2020,4,29,4,20,0,0,0
2020,4,29,4,30,0,0,0
2020,4,29,4,40,0,0,0
2020,4,29,4,50,0,0,0
2020,4,29,5,0,0,0,0
2020,4,29,5,10,0,0,0
2020,4,29,5,20,0,0,0
2020,4,29,5,30,0,0,0
2020,4,29,5,40,0,0,0
2020,4,29,5,50,0,0,0
2020,4,29,6,0,0,0,0
2020,4,29,6,10,0,0,0
2020,4,29,6,20,0,0,0
2020,4,29,6,30,0,0,0
2020,4,29,6,40,0,0,0
2020,4,29,6,50,0,0,0
2020,4,29,7,0,0,0,0
2020,4,29,7,10,0,0,0
2020,4,29,7,20,0,0,0
2020,4,29,7,30,0,0,0
2020,4,29,7,40,0,0,0
2020,4,29,7,50,0,0,0
2020,4,29,8,0,0,0,0
2020,4,29,8,10,0,0,0
2020,4,29,8,20,0,0,0
2020,4,29,8,30,0,0,0
2020,4,29,8,40,0,0,0
2020,4,29,8,50,0,0,0
2020,4,29,9,0,0,0,0
2020,4,29,9,10,0,0,0
2020,4,29,9,20,0,0,0
2020,4,29,9,30,0,0,0
2020,4,29,9,40,0,0,0
2020,4,29,9,50,0,0,0
2020,4,29,10,0,0,0,0
2020,4,29,10,10,0,0,0
2020,4,29,10,20,0,0,0
2020,4,29,10,30,0,0,0
2020,4,29,10,40,0,0,0
2020,4,29,10,50,0,0,0
2020,4,29,11,0,0,0,0
2020,4,29,11,10,0,0,0
2020,4,29,11,20,0,0,0
2020,4,29,11,30,0,0,0
2020,4,29,11,40,0,0,0
2020,4,29,11,50,0,0,0
2020,4,29,12,0,0,0,0
2020,4,29,12,10,0,0,0
2020,4,29,12,20,0,0,0
2020,4,29,12,30,0,0,0
2020,4,29,12,40,0,0,0
2020,4,29,12,50,15,24,221
2020,4,29,13,0,22,25,46
2020,4,29,13,10,27,66,409
2020,4,29,13,20,32,93,481
2020,4,29,13,30,37,121,542
2020,4,29,13,40,40,152,605
2020,4,29,13,50,43,183,649
2020,4,29,14,0,84,161,313
2020,4,29,14,10,61,225,597
2020,4,29,14,20,104,216,367
2020,4,29,14,30,54,314,774
2020,4,29,14,40,56,347,799
2020,4,29,14,50,58,380,819
2020,4,29,15,0,60,413,837
